trial=0
,min,max,avg
gen=78,59,77,65.960000
gen=79,59,74,66.120000
gen=80,58,75,65.540000
gen=81,57,75,65.660000
gen=82,57,73,65.760000
gen=83,59,72,66.000000
gen=84,59,73,65.300000
gen=85,58,73,65.180000
gen=86,57,73,64.760000
gen=87,58,72,64.600000
gen=88,58,73,64.280000
gen=89,55,72,64.120000
gen=90,53,72,64.400000
gen=91,54,73,64.280000
gen=92,58,73,64.820000
gen=93,56,72,64.640000
gen=94,54,75,64.880000
gen=95,53,74,64.120000
gen=96,55,74,63.820000
gen=97,54,74,63.820000
gen=98,54,77,64.340000
gen=99,55,74,63.760000
,trialmin,trialmax,trialavg
gen=0,34,67,50.468000
gen=1,36,68,50.924000
gen=2,37,67,51.408000
gen=3,34,66,51.908000
gen=4,36,68,52.554000
gen=5,37,68,53.103000
gen=6,38,71,53.574000
gen=7,41,73,54.031000
gen=8,39,70,54.412000
gen=9,41,70,54.864000
gen=10,35,71,55.053000
gen=11,41,70,55.161000
gen=12,41,69,55.381000
gen=13,42,71,55.640000
gen=14,42,70,55.652000
gen=15,39,72,55.943000
gen=16,42,70,56.392000
gen=17,41,72,56.625000
gen=18,40,71,56.782000
gen=19,43,72,57.055000
gen=20,43,72,57.417000
gen=21,42,73,57.741000
gen=22,40,71,57.951000
gen=23,42,72,58.144000
gen=24,42,72,58.066000
gen=25,43,71,58.374000
gen=26,42,72,58.675000
gen=27,42,72,58.691000
gen=28,43,74,58.936000
gen=29,43,73,58.884000
gen=30,43,75,59.081000
gen=31,43,71,59.350000
gen=32,45,72,59.449000
gen=33,44,72,59.430000
gen=34,44,74,59.469000
gen=35,45,72,59.679000
gen=36,44,73,59.737000
gen=37,47,73,59.856000
gen=38,46,73,59.955000
gen=39,47,73,60.313000
gen=40,47,74,60.247000
gen=41,45,73,60.099000
gen=42,48,74,60.236000
gen=43,47,73,60.141000
gen=44,43,73,60.104000
gen=45,45,73,60.351000
gen=46,45,74,60.531000
gen=47,47,72,60.571000
gen=48,44,73,60.588000
gen=49,42,73,60.715000
gen=50,45,74,60.803000
gen=51,46,75,60.933000
gen=52,45,77,60.789000
gen=53,44,77,61.103000
gen=54,47,76,61.193000
gen=55,47,74,61.388000
gen=56,50,75,61.466000
gen=57,48,75,61.496000
gen=58,45,76,61.577000
gen=59,45,74,61.483000
gen=60,46,75,61.674000
gen=61,49,76,61.720000
gen=62,48,75,61.745000
gen=63,46,75,61.971000
gen=64,49,76,61.915000
gen=65,48,74,61.909000
gen=66,48,74,61.987000
gen=67,44,75,62.018000
gen=68,47,77,62.069000
gen=69,44,76,62.134000
gen=70,47,74,62.189000
gen=71,45,76,62.205000
gen=72,47,74,62.232000
gen=73,50,74,62.240000
gen=74,48,74,62.233000
gen=75,48,74,62.063000
gen=76,44,75,61.992000
gen=77,48,75,62.010000
gen=78,46,77,62.012000
gen=79,48,76,62.075000
gen=80,47,75,61.937000
gen=81,47,75,61.885000
gen=82,49,74,62.044000
gen=83,47,75,62.140000
gen=84,48,75,61.881000
gen=85,44,77,61.736000
gen=86,47,76,61.661000
gen=87,45,75,61.810000
gen=88,45,76,61.967000
gen=89,44,76,62.033000
gen=90,46,76,62.085000
gen=91,46,77,62.273000
gen=92,48,77,62.519000
gen=93,48,77,62.567000
gen=94,47,75,62.603000
gen=95,48,78,62.604000
gen=96,49,77,62.632000
gen=97,49,75,62.740000
gen=98,49,77,62.844000
gen=99,49,77,62.688000
time:155[ms]
